main-news,MSRpar,2012test,0,4.4,The problem likely will mean corrective changes before the shuttle fleet starts flying again.,He said the problem needs to be corrected before the space shuttle fleet is cleared to fly again.,,,,,,,,,,,
main-news,MSRpar,2012test,212,3,"Further out the curve, the benchmark 10-year note US10YT=RR shed 25/32 in price, taking its yield to 3.26 percent from 3.17 percent.","Early Wednesday, the benchmark 10-year US10YT=RR had lost 16/32 in price, driving its yield up to 3.33 percent from 3.26 percent late Tuesday.",,,,,,,,,,,
main-news,MSRpar,2012test,213,3,"Tech stocks were hurt by a sour forecast from Sun Microsystems, which was viewed as a bad omen for the upcoming quarterly earnings season.",A sour forecast from Sun Microsystems Inc. SUNW.O put more pressure on Wall Street before the quarterly earnings season.,,,,,,,,,,,
main-news,MSRpar,2012test,215,1.846,Shares of Coke were up 6 cents at $44.42 in afternoon trading Wednesday on the New York Stock Exchange.,Shares of Coke were down 26 cents to close at $44.10 on the New York Stock Exchange.,,,,,,,,,,,
main-news,MSRpar,2012test,216,3,Ernst & Young has denied any wrongdoing and plans to fight the allegations.,"Ernst & Young has denied the SEC's claims, and called its recommendations irresponsible.",,,,,,,,,,,
main-news,MSRpar,2012test,217,3,"Neither military action nor large-scale bribery can solve the North Korean problem,Wolfowitz said.",Indeed.Wolfowitz admitted Saturday that neither military action nor large scale bribery would solve the issue.,,,,,,,,,,,
main-news,MSRpar,2012test,218,3.2,The driver Eugene Rogers helped to remove children from the bus Wood said.,At the accident scene the driver was covered in blood but helped to remove children Wood said.,,,,,,,,,,,
main-news,MSRpar,2012test,219,1,The broader Standard & Poor's 500 Index <.SPX> was up 9.69 points or 0.98 percent at 994.53.,The tech-laced Nasdaq Composite Index <.IXIC> gained 18.35 points or 1.13 percent to 1646.02.,"
",,,,,,,,,,
main-news,MSRpar,2012test,221,2.647,Shares of Guidant plummeted in trading both on and off the New York Stock Exchange before a news halt was imposed after midday.,Shares of Guidant were down 5.3 percent at $40.92 in afternoon trading on the New York Stock Exchange.,,,,,,,,,,,
main-news,MSRpar,2012test,222,3.25,Three Weeks in October goes on sale Monday nearly a year after the Washington D.C.-area sniper shootings started.,Moose's book goes on sale Monday nearly a year after the sniper shootings started in the Washington area.,,,,,,,,,,,
main-news,MSRpar,2012test,224,3.75,Based on a separate survey of households the unemployment rate fell in August to 6.1 percent from 6.2 percent.,Labor Department analysts discounted a slight improvement in the national unemployment rate which fell in August to 6.1 percent from 6.2 percent.,,,,,,,,,,,
main-news,MSRpar,2012test,227,4.75,The rate of skin cancer has tripled since the 1950s in Norway and Sweden according to the study.,The study also found that skin cancer nearly tripled in Norway and Sweden since the 1950s.,,,,,,,,,,,
main-news,MSRpar,2012test,229,3.929,The judge also refused to postpone the trial date of Sept. 29.,Obus also denied a defense motion to postpone the Sept. 29 trial date.,,,,,,,,,,,
main-news,MSRpar,2012test,230,3.4,While opposition parties have welcomed the cabinet's decision on anti-retroviral treatment some said Health Minister Manto Tshabalala-Msimang was not fit to preside over a rollout plan.,Health Minister Manto-Tshabalala Msimang is not fit to preside over an anti-retroviral treatment rollout plan according to some opposition parties.,,,,,,,,,,,
main-news,MSRpar,2012test,232,3.2,Chief merchandising officers oversee the buying and development of merchandise deciding the merchandising direction of the company,or basically what it should stand for.He or she decides the merchandising direction of the company or basically what it should stand for.,,,,,,,,,,,
main-news,MSRpar,2012test,233,3.8,The Rev. Christopher J. Coyne spokesman for the archdiocese wouldn't comment Friday.,The Rev. Christopher Coyne spokesman for the archdiocese did not immediately return several calls seeking comment.,,,,,,,,,,,
main-news,MSRpar,2012test,235,4.6,Several relatives of Australian victims of the attack were in court to witness the proceedings but few Balinese attended the trial.,Several relatives of Australian victims of the attack sat in the front row of the court but few Balinese attended the trial.,,,,,,,,,,,
main-news,MSRpar,2012test,236,3.2,On July 10 a team of 32 Singaporean police officers was sent to Baghdad.,In July 32 Singaporean police officers were sent to Baghdad to help train Iraqi police forces and returned home last month.,,,,,,,,,,,
main-news,MSRpar,2012test,237,2.2,The euro <EUR=> was up 0.67 percent against the dollar at $1.1784 after rising to a three-month high earlier in the session above $1.18.,In early U.S. trading the euro <EUR=> was down 0.6 percent to $1.1741 after rising to a four-month high of $1.1860.,,,,,,,,,,,
main-news,MSRpar,2012test,238,4.4,Previously it had reported a profit of $12 million or 0 cents a share for that period.,Previously it had reported a small profit of $12 million or break-even on a per-share basis for the period.,,,,,,,,,,,
main-news,MSRpar,2012test,240,3.333,A coalition of campaign groups including the militant national students body is backing the protests which the NLC called in defiance of a court order banning them.,A coalition of campaign groups including the militant national students body is backing the action and is mobilising for protests.,,,,,,,,,,,
main-news,MSRpar,2012test,241,4,The company is highlighting the addition of .NET and J2EE support to its Enterprise Application Environment (EAE) with the new mainframe.,The company is also adding .Net and J2EE support to its Enterprise Application Environment development toolset Sapp said.,,,,,,,,,,,
main-news,MSRpar,2012test,243,1.333,Since being drafted into service in 1971 it has racked up a record 45 accidents with 393 deaths.,It has a chequered safety record including 47 accidents that resulted in 668 deaths.,,,,,,,,,,,
main-news,MSRpar,2012test,244,4.2,Ryan Harvey an outfielder from Dunedin High School in Florida was selected with the sixth pick by the Chicago Cubs.,Ryan Harvey a high school outfielder from Florida was chosen sixth by the Cubs.,,,,,,,,,,,
main-news,MSRpar,2012test,245,3.2,Glover spoke at a news conference that included about 20 relatives of the victims.,About 20 family members of the victims were invited to the news conference.,,,,,,,,,,,
main-news,MSRpar,2012test,246,3.2,Four other men who were also charged in June have already pleaded guilty.,Four of the defendants have pleaded guilty to weapons charges and other counts.,,,,,,,,,,,
main-news,MSRpar,2012test,248,3.25,The federal and local governments remained largely shut down in the aftermath of Hurricane Isabel as were schools and much of the region's transportation network was slowed.,In the aftermath of Hurricane Isabel federal and local governments remained shut down as did schools and many businesses.,,,,,,,,,,,
main-news,MSRpar,2012test,250,2.25,He gave a surprisingly impassioned speech to the United Steelworkers of America who announced their endorsement yesterday.,On Tuesday he picked up the endorsement of the United Steelworkers of America.,,,,,,,,,,,
main-news,MSRpar,2012test,251,3.5,Some 50 million phone numbers are registered on the list which was to take effect Oct. 1.,The FTC signed up 50 million phone numbers for the list which was due to go into effect October 1.,,,,,,,,,,,
main-news,MSRpar,2012test,252,2.2,And about eight to 10 seconds down I hit.,I was in the water for about eight seconds.,,,,,,,,,,,
main-news,MSRpar,2012test,253,3.4,But Adora Obi Nweze the NAACP state president said the state only tried to prove its conclusion of suicide rather than consider the possibility of murder.,Adora Obi Nweze the NAACP state president said the state has refused to consider the possibility of murder.,,,,,,,,,,,
main-news,MSRpar,2012test,255,3,Activists say they fear the gathering is an attempt by corporate farming to push bio-engineered crops on starving countries.,Instead they fear the conference is an attempt by corporate farming and biotech interests to push into new markets.,,,,,,,,,,,
main-news,MSRpar,2012test,256,2.5,Their contract will expire at 12:01 a.m. Wednesday instead of 12:01 a.m. Sunday said Rian Wathen organizing director for United Food and Commercial Workers Local 700.,"It has outraged the membership  said Rian Wathen, organizing director of United Food and Commercial Workers Local 700.",,,,,,,,,,,
main-news,MSRpar,2012test,257,1.75,"The technology-laced Nasdaq Composite Index .IXIC rose 39.39 points, or 2.2 percent, to 1,826.33, after losing more than 2 percent on Tuesday.","The blue-chip Dow Jones industrial average .DJI jumped 194.14 points, or 2.09 percent, to 9,469.20 after sinking more than 1 percent a day earlier.",,,,,,,,,,,
main-news,MSRpar,2012test,258,2.75,"Some 14,000 customers were without power in the area, Oklahoma Gas and Electric said.","About 38,000 OGE Energy Corp. customers are without power, the company said on its Web site.",,,,,,,,,,,
main-news,MSRpar,2012test,259,4.25,"Now, Blanca's American husband, 63-year-old Roger Lawrence Strunk, faces a murder indictment issued in February by the Philippine government, which says he's the leading suspect.","Now, Blanca's husband, 63-year-old Roger Lawrence Strunk of Tracy, faces a murder indictment issued by the Philippine government in February.",,,,,,,,,,,
main-news,MSRpar,2012test,262,3,Prince is replacing Sanford Sandy Weill who will remain Citigroup's chairman.,Prince who heads Citigroup's global corporate and investment bank is replacing Sanford Weill as CEO.,,,,,,,,,,,
main-news,MSRpar,2012test,263,5,The operating revenues were $1.45 billion an increase over last year's result of $1.38 billion.,Operating revenues rose to $1.45 billion from $1.38 billion last year.,,,,,,,,,,,
main-news,MSRpar,2012test,264,3.25,Spot gold was quoted at $367.90/368.60 an ounce at 1000 GMT having marched up to $369.50 -- a level not seen since February 10.,Spot gold was quoted at $358.65/359.15 an ounce at 0500 GMT having darted as high as $359.25 -- a level not seen since February 25.,,,,,,,,,,,
main-news,MSRpar,2012test,265,4,In Canada the booming dollar will be in focus again as it tries to stay above the 75 cent (U.S.) mark.,In Canada the surging dollar was in focus again as it struggled and just failed to stay above the 75 cent (U.S.) mark.,,,,,,,,,,,
main-news,MSRpar,2012test,266,3.75,But the justices ruled that the police supervisor who repeatedly questioned Martinez did not violate his Fifth Amendment rights in doing so.,But the justices ruled that the police supervisor who repeatedly questioned Mr Martinez as he screamed in pain did not violate his Fifth Amendment rights.,,,,,,,,,,,
main-news,MSRpar,2012test,269,2,The blue-chip Dow Jones industrial average eased 44 points or 0.47 percent to 9543 after scoring five consecutive up sessions.,The Dow Jones industrial average .DJI rose 18.25 points or 0.19 percent to 9586.71.,,,,,,,,,,,
main-news,MSRpar,2012test,270,3.333,The center's president Joseph Torsella was struck on the head but was able to walk to an ambulance.,National Constitution Center President Joseph Torsella was hit in the head and knocked to his knees.,,,,,,,,,,,
